year,quarter,region,age_group,sex,value,unit,source
2557,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4819.40,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2524.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,2295.20,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,รวม,4734.37,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,ชาย,2482.95,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,หญิง,2251.42,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,รวม,4727.11,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,ชาย,2484.01,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,หญิง,2243.10,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,รวม,4730.01,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,ชาย,2497.42,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,หญิง,2232.59,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4704.87,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2478.90,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,2225.97,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,รวม,4602.11,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,ชาย,2415.55,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,หญิง,2186.57,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,รวม,4617.40,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,ชาย,2430.05,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,หญิง,2187.35,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,รวม,4670.75,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,ชาย,2453.72,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,หญิง,2217.03,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4544.38,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2409.01,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,2135.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,รวม,4529.76,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,ชาย,2373.48,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,หญิง,2156.28,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,รวม,4493.15,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,ชาย,2358.55,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,หญิง,2134.59,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,รวม,4511.67,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,ชาย,2383.69,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,หญิง,2127.99,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4434.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2350.47,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,2083.82,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,รวม,4390.53,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,ชาย,2314.56,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,หญิง,2075.97,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,รวม,4399.71,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,ชาย,2325.01,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,หญิง,2074.70,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,รวม,4373.39,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,ชาย,2308.92,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,หญิง,2064.47,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4339.72,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2281.55,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,2058.17,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,รวม,4344.32,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,ชาย,2285.68,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,หญิง,2058.64,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,รวม,4258.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,ชาย,2263.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,หญิง,1995.00,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,รวม,4236.80,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,ชาย,2246.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,หญิง,1989.85,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4222.32,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2237.75,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,1984.57,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,รวม,4213.55,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,ชาย,2214.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ทั่วประเทศ ,35-39 ปี,หญิง,1999.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,รวม,4133.06,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,ชาย,2185.53,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,35-39 ปี,หญิง,1947.53,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,รวม,4144.24,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,ชาย,2194.34,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,35-39 ปี,หญิง,1949.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,รวม,4125.64,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,ชาย,2185.29,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,35-39 ปี,หญิง,1940.35,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9576.40,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,5009.60,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4566.90,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9696.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,5045.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4650.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9869.60,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,5088.60,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4781.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9849.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,5056.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4793.00,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9634.89,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,5028.45,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4606.44,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9767.96,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,5058.57,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4709.39,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9801.86,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,5061.08,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4740.78,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9778.24,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,5079.52,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4698.72,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9676.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,5090.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4586.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9685.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,5083.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4602.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9793.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,5110.20,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4682.80,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9735.60,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,5093.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4642.50,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9626.89,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,5048.37,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4578.52,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9619.83,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,5054.20,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4565.63,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9696.91,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,5056.28,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4640.64,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9670.67,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,5057.01,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4613.66,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9493.06,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,4977.20,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4515.86,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9476.19,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,4994.49,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4481.70,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9601.88,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,4995.74,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4606.14,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9399.05,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,4941.93,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4457.12,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9379.77,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,4934.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4445.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9424.76,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,4933.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4491.39,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9413.24,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,4937.36,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4475.88,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9277.71,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,4896.01,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4381.70,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9296.93,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,4882.81,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4414.11,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9338.10,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,4902.41,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4435.68,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9359.48,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,4888.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4471.32,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9312.15,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,4854.98,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4457.17,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9254.77,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,4845.24,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4409.52,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,9233.37,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,4826.50,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4406.87,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9171.67,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,4805.73,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4365.94,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9132.09,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,4776.53,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4355.56,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,รวม,9133.29,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,ชาย,4761.76,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ทั่วประเทศ ,40-49 ปี,หญิง,4371.53,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,รวม,8963.25,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,ชาย,4706.33,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ทั่วประเทศ ,40-49 ปี,หญิง,4256.92,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,รวม,9132.29,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,ชาย,4776.89,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ทั่วประเทศ ,40-49 ปี,หญิง,4355.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,รวม,9138.26,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,ชาย,4751.28,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ทั่วประเทศ ,40-49 ปี,หญิง,4386.98,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,50-59 ปี,รวม,6874.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,50-59 ปี,ชาย,3733.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ทั่วประเทศ ,50-59 ปี,หญิง,3141.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,50-59 ปี,รวม,7046.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,50-59 ปี,ชาย,3817.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ทั่วประเทศ ,50-59 ปี,หญิง,3228.60,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,50-59 ปี,รวม,7270.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,50-59 ปี,ชาย,3872.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ทั่วประเทศ ,50-59 ปี,หญิง,3397.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,50-59 ปี,รวม,7289.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,50-59 ปี,ชาย,3872.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ทั่วประเทศ ,50-59 ปี,หญิง,3416.80,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,50-59 ปี,รวม,7145.21,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,50-59 ปี,ชาย,3879.09,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ทั่วประเทศ ,50-59 ปี,หญิง,3266.12,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,50-59 ปี,รวม,7281.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ทั่วประเทศ ,50-59 ปี,ชาย,3945.01,พันคน,สำนักงานสถิติแห่งชาติ
