year,quarter,region,area,level_of_edu,value,unit,source
2558,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1384.32,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),883.78,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),365.22,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,55.06,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,61.22,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,21039.12,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,791.10,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5705.75,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5314.52,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3419.88,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2450.72,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),583.08,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),5.45,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1379.13,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),888.41,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),350.09,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,50.30,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,100.70,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,21030.77,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,760.88,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5605.07,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5384.64,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3408.71,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2488.28,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),550.83,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.50,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1408.29,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),908.55,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),363.37,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,49.52,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,101.13,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20549.67,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,719.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถม ศึกษา,5180.08,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ประถม ศึกษา,5290.07,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3340.58,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2552.16,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),594.39,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.78,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1456.35,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),899.66,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),395.72,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,46.29,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,73.08,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20249.40,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,691.38,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5102.49,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5232.01,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3323.18,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2450.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),617.26,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),3.38,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1433.49,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),909.20,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),379.56,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,36.09,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,70.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,21048.14,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,708.58,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5538.44,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5335.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3488.05,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2524.31,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),612.55,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.57,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1407.66,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),924.49,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),390.52,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,21.64,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,95.51,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20462.47,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,701.19,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5133.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5229.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3402.81,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2505.20,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),584.27,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1467.43,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),941.84,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),391.21,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,54.78,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,51.23,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20289.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,680.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถม ศึกษา,4893.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ประถม ศึกษา,5247.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3431.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2478.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),614.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1487.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),901.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),429.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,60.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,61.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20376.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,674.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5014.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5162.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3461.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2534.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),574.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1540.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),917.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),380.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,53.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,60.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20647.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,646.00,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,5148.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5275.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3514.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2482.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),607.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1545.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),919.10,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),382.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,56.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,66.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20271.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,634.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,4971.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5125.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3512.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2522.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),555.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1462.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),939.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),417.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,76.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,52.10,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20335.23,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,690.16,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถม ศึกษา,4766.57,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ประถม ศึกษา,5278.86,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3411.57,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2570.19,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),594.66,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.72,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1526.85,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),961.80,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),396.06,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,76.75,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,61.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20650.70,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,657.75,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,4944.65,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ประถมศึกษา,5262.30,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,3477.51,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),2623.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),640.54,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.51,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),1577.31,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),953.89,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),374.33,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,อื่นๆ,63.54,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,ไม่ทราบ,74.05,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,รวม,20976.17,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,ไม่มีการศึกษา,709.80,พันคน,สำนักงานสถิติแห่งชาติ
